104.59	29.41
104.88	33.07
77.24	39.99
76.46	36.18
81.12	41.81
99.5	22
118.25	39.64
103.97	29.24
92.32	33.05
103.92	29.25
95.02	31.87
99.86	27.8
131.68	48.18
95.04	31.88
104.54	22.93
75.44	38.97
122.7	40.68
96.6	37.51
100.61	39.08
95.02	31.86
130.27	47.25
84.84	43.54
121.48	24.44
121.38	24.4
130.27	47.22
83.8	41.28
77.82	37.78
89.12	38.53
96.72	25.66
97.51	36.86
83.68	40.8
77.92	37.6
104.89	28.38
94.96	40
113.14	37.91
90.5	47.63
113.96	38.25
85.83	34.45
102.46	37.6
90.51	47.64
83.58	41.08
91.72	43.85
77.44	39.89
118.68	41.49
116.64	36.47
104.13	33.75
90.51	47.64
90.51	47.65
104.74	28.11
101.5	22.22
103.58	28.71
106.11	41.04
99.59	26.1
75.39	39.97
82.93	40.57
86.93	43.68
94.46	32.1
77.19	39.89
87.96	32.54
106.72	22.92
77.21	39.98
97.52	36.88
95.01	31.93
85.85	42.16
112.88	39.51
104.34	25.84
84.14	42.1
89.69	47.43
104.36	25.83
96.63	25.61
115.14	45.48
88.06	32.59
88.06	32.61
82.32	47.58
115.01	32.92
74.62	37.71
104.81	28.4
104.6	29.41
77.19	39.96
89.16	31.51
116.12	31.37
121.61	23.79
104.12	31.84
77.18	40
88.29	41.96
119.8	24.75
121.53	23.86
95.02	31.85
87.99	42.06
98.3	32.92
87.92	44.25
81.95	47.58
85.78	42.07
98.65	36.79
77.15	39.94
76.44	36.96
123.21	41.5
100.28	34.45
110.79	30.93
83.64	41.12
83.93	41.28
106.72	22.92
98.82	26.1
73.5	39.45
120.65	22.73
83.64	41.2
83.99	44.19
87.57	38.43
97.16	29.28
103.05	27.13
82.79	40.42
77.41	39.89
74.6	39.64
87.21	30.1
75.59	39.79
87.89	41.06
113.08	39.65
77.13	41.85
77.51	40.24
105.17	31.47
105.16	31.48
84.69	42.06
116.02	23.85
103.12	40.56
83.22	42.07
125.26	48.72
81.42	44.65
77.32	39.93
102.69	35.08
121.58	23.79
125.27	48.73
95.02	31.91
94.98	31.84
103.05	27.1
107.81	31.63
81.78	39.8
95.03	31.88
119.35	21.93
104.75	28.43
104.55	25.69
77.32	39.93
118.59	23.31
105.64	41.13
95.02	31.95
101.85	29.24
80.55	45.03
104.43	25.71
119.37	38.44
81.68	43.12
117.63	31.93
83.43	41.22
75.21	37.57
73.89	39.47
104.77	28.22
95.05	31.94
104.52	32.03
121.93	24.86
83.61	41.09
106.86	27.06
118.65	45.91
104.75	28.46
103.52	30.22
76.83	39.72
104.77	28.44
105.46	29.32
73.15	38.74
121.64	24.13
82.39	45.04
100.32	36.09
77.16	39.9
78.13	36.31
104.9	28.37
77.15	39.91
73.47	39.46
77.17	39.89
74.6	39.01
105.34	34.3
104.29	35.79
87	31.03
104.84	28.18
95.58	30.14
91.91	28.64
77.42	39.93
104.4	25.74
98.86	37.16
120.94	31.26
100.47	23.35
104.95	28.36
120.47	23.24
84.03	42.02
96.44	29.59
73.77	38.45
104.83	28.42
78.73	44.77
120.61	22.64
105.9	35.16
77.21	39.9
98.57	25.81
77.49	40.33
111.81	21.74
77.2	39.96
98.57	25.81
80.15	43.11
80.21	43.11
99.23	21.23
109.46	38.91
88.77	38.8
105.01	28.2
95.06	31.95
95	31.96
77.19	39.95
77.4	39.92
95.03	31.9
75.17	37.69
77.13	39.93
98.92	32.97
95.05	31.92
77.42	39.94
95.04	31.94
86.36	43.78
76.13	38.91
77.19	39.95
77.53	39.88
95.02	31.93
95.02	31.94
83.63	41.12
99.47	23.52
86.68	29.4
77.15	39.95
112.79	39.2
93.4	31.98
100.3	22.67
104.46	29.5
99.49	35.38
104.8	29.64
105.16	31.51
124.47	40.88
81.66	35.69
81.99	41.35
77.33	39.95
75.04	39.44
116.3	23.05
77.23	39.96
118.12	46.24
83.64	41.2
87.11	43.84
