81.12	41.8
101.39	20.93
101.9	21.1
76.47	32.97
130.03	26.89
103.52	28.09
95.05	31.92
76.64	33.11
121.62	23.86
119.28	15.83
121.45	24.42
76.87	36.54
104.54	29.48
122.31	24.49
121.6	23.82
77.5	39.9
96.67	25.61
126.6	4.95
127	5.6
126.6	5.6
126.6	5.4
120.9	19.42
77.44	39.86
90.46	47.64
85.71	34.47
85.7	34.59
125.79	5.14
116.63	36.47
121.05	23.97
121.59	23.87
116.29	47.06
85.63	30.02
116.61	36.47
97.77	25
104.5	29.48
121.64	23.83
121.57	23.82
121.53	23.86
126.67	3.13
121.23	20.21
79.32	41.85
86.32	43.8
121.35	22.36
121.64	23.68
122.24	24.26
87.68	33.33
83.5	4.5
97.29	45.03
94.26	17.6
93.24	13.03
89.34	41.71
93.8	20.59
77.61	40.47
90.79	26.42
80.25	30.41
122.11	24.29
125.23	48.72
103.05	27.11
126.23	4.97
95.77	19.18
121.55	23.59
104.75	28.46
104.46	30.72
130.29	28.54
105.1	32.44
94.68	28.83
75.42	38.34
83.95	41.29
95.72	28.92
79.16	40.83
88.9	43.13
125.54	6.23
97.93	24.76
97.86	24.74
122.05	24.86
77.17	39.91
77.17	39.85
94.73	39.03
91.97	28.66
104.95	28.36
94	10.5
103.49	32.09
77.19	39.92
92.01	6.96
121.32	33.02
105.1	28.84
73.26	38.87
77.25	39.87
119.27	15.73
77.36	39.95
98.93	33
103.12	31.67
98.93	33.05
93.4	20.55
122.37	24.16
82.32	41.84
101.86	23.37
122.54	24.12
103.12	31.68
124.25	25.52
124.35	25.35
77.53	39.87
75.4	41.6
77.26	39.9
77.29	39.94
119.33	15.64
78.91	44.76
77.22	39.91
77.37	39.9
84.89	37.07
77.46	39.91
116.02	23.85
77.48	39.84
77.45	39.82
77.26	39.93
77.19	39.95
77.22	39.93
77.22	39.87
121.73	21.95
83.64	41.22
93.37	31.65
84.53	42.03
77.76	36.38
103.12	25.55
73.59	39.41
98.64	28.24
126.58	8.7
74.5	35
115.62	39.76
121.66	23.96
104.93	28.25
100.48	38.44
112.36	37.47
128.18	27.8
120.09	23.4
130.93	28.96
130.8	28.9
126.2	6.1
85.61	30.14
85.63	30.07
133.31	31.14
83.78	41.23
83.73	41.18
113.86	22.08
100.88	38.78
77.06	39.55
75.94	38.26
105.01	29.02
121.74	24.03
104.53	29.49
95.16	35.73
75.4	35.48
74.7	35.55
75.24	35.69
74.5	35.6
83.93	43.38
77.6	35.77
85.5	44.94
125.62	4.69
125.64	4.42
104.97	28.38
74.85	38.94
77.21	39.84
77.15	39.84
83.89	43.4
90.19	38.49
105.01	32.29
95.51	39.54
122.63	10.9
104.82	28.44
113.4	30.85
99.67	25.7
126.89	3.63
95.92	23.48
74.15	38.36
92.22	6.76
118.49	22.59
79.32	36.38
117.35	39.86
117.8	23
125.29	6.48
125.3	6.43
125.24	6.45
98.94	36.15
103.2	29.99
121.42	23.04
104.54	29.48
125.21	6.41
104.54	29.49
79.88	34.86
131.39	30.3
73.74	38.29
87.23	32.48
81.57	45.84
83.6	41.06
83.6	41.08
104.22	31.6
76.1	37.75
125.17	6.35
128.71	26.97
121.12	21.35
121.36	33.05
81.55	45.85
81.55	45.85
125.56	6.54
125.49	6.32
121.79	24.54
125.88	6.29
125.51	6.56
125.37	6.55
125.4	6.7
125.63	5.79
125.2	6.6
125.35	6.49
79.14	38.89
121.35	33.01
78.75	36.88
83	42.56
78	39.9
84.38	42.95
99.17	24.93
83.47	40.88
95.85	39.31
123.2	5.1
92.43	34.19
104.28	31.7
77.94	36.29
121.29	33.08
89.48	50.04
122.51	24.46
81.69	41.67
131.79	30.74
78.25	40.35
77.46	39.97
81.67	41.69
118.04	39.31
81.67	41.69
73.55	39.38
89.19	43.6
79.43	45.4
114.55	40.44
114.55	40.44
94.35	8
123.59	47.85
82.81	39.64
99.58	21.29
100.93	27.68
74.37	36.99
111.57	32.81
73.28	38.43
124.33	24.91
101.1	19.6
78.17	36.19
84.42	30.72
106.65	22.89
85.73	27.57
105.01	28.4
92.29	33.01
87.9	28.75
98.06	23.51
94.68	18.92
94.26	23.83
106.71	22.9
121.8	23.98
106.7	22.9
99.7	25.97
92.24	33.01
77.62	40.82
83.68	41.17
74.53	39.4
92.17	32.99
131.8	31.8
92.3	33
91.11	25.78
127.2	4.97
101.43	19.34
101.33	19.29
95.94	45.5
101.48	18.73
81.4	29.55
103.82	23.32
100.62	28.23
92.91	11.2
77.71	40.23
94.92	6.96
102.76	35.17
94.29	7.04
103.56	31.22
130.44	28.38
77.7	40.3
119.86	13.23
121.64	16.22
105.53	39.14
80.05	29.86
121.81	20.86
104.74	28.44
121.99	23.96
105.03	28.2
97.29	41.07
90.03	38.34
127.52	4.65
125.83	10.46
120.83	19.41
73.19	38.17
104.96	28.37
78.74	40.75
76.06	35.88
80.21	36.72
119.98	14.3
122.65	40.7
127	5.8
120.77	19.47
122.09	24.38
106.94	40.36
88.96	35.19
125.15	6.68
117.59	32.47
125.26	6.61
126.67	3.14
93.76	33.26
102.79	24.39
125.43	6.21
102.35	29.07
75.86	37.03
125.1	6.7
125.1	6.9
125.19	6.75
125.23	6.61
124.98	6.97
125.2	6.8
125.2	6.7
125.23	6.53
122.03	24.45
78.87	41.14
78.82	41.21
80.8	44.68
73.18	38.86
77.42	35.5
86.83	42.26
86.17	37.92
123.48	24.77
92.51	37.71
78.2	36.33
95.47	18.93
84.51	42.03
101.89	30.07
104.93	28.37
120.99	12.88
125.39	6.67
125.23	6.57
125.55	6.3
125.24	6.04
125.2	6.7
92.41	3.17
125.33	6.46
94.09	23.15
125.31	6.75
73.68	33.02
125.19	6.73
77.51	35.95
126.16	4.66
94.16	23.14
100.28	26.03
103.78	38.65
125.18	6.56
99.04	24.57
81.53	45.93
110.54	22.16
83.64	44.13
83.89	41.3
125	6.7
83.59	41.1
104.81	29.57
121.2	20.62
78.96	42.99
73.58	38.47
122.47	24.83
91.4	27.4
132.13	33.73
127.96	27.96
126.64	5.12
95.46	28.12
73.42	38.51
84.33	42.18
81.71	45.39
94.15	25.18
120.73	13.46
73.77	38.22
108.38	28.42
120.93	22.57
100.38	30.61
120.39	22.7
117.51	48.98
76.14	40.16
83.45	40.88
91.64	11
126.5	5.7
114.57	39.89
106.54	40.16
88.79	37.85
91.6	10.78
88.7	37.9
124.62	45.23
84.12	27.84
129.31	25.96
73.27	33.21
73.38	38.71
126.43	8.79
121.23	47.3
122.28	23.98
119.81	14.92
94.96	29.2
75.78	36.84
95.75	35.77
101.76	22.17
120.42	38.08
126.5	5.5
113.34	19.81
122.34	24.35
106.82	46.17
124.72	13.8
102.23	28.24
83.65	41.17
83.77	41.29
126.88	3.17
84.46	28.29
103.19	31.76
100.25	38.53
100.31	38.57
77.24	39.53
84.3	42.32
84.28	42.3
78.77	40.73
82.07	30.17
83.27	44.28
101.91	26.15
122.19	14.96
122.24	15.07
87.4	50.6
104.8	28.41
115.34	35.21
74.45	39
121.87	23.97
104.51	29.54
121.08	13.46
75.82	32.96
121.62	21.13
95.81	32.87
125.5	6.1
95.5	22.78
104.51	29.48
76.38	33.15
104.83	29.59
104.82	29.62
75.38	38.33
126.6	3.9
104.78	28.45
122.46	16.2
83.38	46.71
88.7	41.64
122.44	24.01
121.62	23.7
95.82	29.06
104.18	35.9
126.91	5.08
98.85	28.5
122.11	24.69
74.31	38.17
126.83	7.15
83	41.9
121.58	23.09
89.17	42.39
88.66	35.37
83.14	40.87
101.95	23.34
82.99	41.9
126.8	7.4
100.09	25.91
93.25	13
86.62	29.01
126.96	26.8
96.14	26.53
99.49	25.09
125.04	24.07
101.82	37.24
